"","activity","subject","tBodyAccmeanX","tBodyAccmeanY","tBodyAccmeanZ","tBodyAccstdX","tBodyAccstdY","tBodyAccstdZ","tGravityAccmeanX","tGravityAccmeanY","tGravityAccmeanZ","tGravityAccstdX","tGravityAccstdY","tGravityAccstdZ","tBodyAccJerkmeanX","tBodyAccJerkmeanY","tBodyAccJerkmeanZ","tBodyAccJerkstdX","tBodyAccJerkstdY","tBodyAccJerkstdZ","tBodyGyromeanX","tBodyGyromeanY","tBodyGyromeanZ","tBodyGyrostdX","tBodyGyrostdY","tBodyGyrostdZ","tBodyGyroJerkmeanX","tBodyGyroJerkmeanY","tBodyGyroJerkmeanZ","tBodyGyroJerkstdX","tBodyGyroJerkstdY","tBodyGyroJerkstdZ","tBodyAccMagmean","tBodyAccMagstd","tGravityAccMagmean","tGravityAccMagstd","tBodyAccJerkMagmean","tBodyAccJerkMagstd","tBodyGyroMagmean","tBodyGyroMagstd","tBodyGyroJerkMagmean","tBodyGyroJerkMagstd","fBodyAccmeanX","fBodyAccmeanY","fBodyAccmeanZ","fBodyAccstdX","fBodyAccstdY","fBodyAccstdZ","fBodyAccJerkmeanX","fBodyAccJerkmeanY","fBodyAccJerkmeanZ","fBodyAccJerkstdX","fBodyAccJerkstdY","fBodyAccJerkstdZ","fBodyGyromeanX","fBodyGyromeanY","fBodyGyromeanZ","fBodyGyrostdX","fBodyGyrostdY","fBodyGyrostdZ","fBodyAccMagmean","fBodyAccMagstd","fBodyBodyAccJerkMagmean","fBodyBodyAccJerkMagstd","fBodyBodyGyroMagmean","fBodyBodyGyroMagstd","fBodyBodyGyroJerkMagmean","fBodyBodyGyroJerkMagstd"
"54","SITTING",24,18.59634693,-0.89253466598,-7.006792177,-67.36037613,-65.02540542,-65.07981558,62.5353571,12.393316333,7.4500542294,-67.29689019,-66.07509304,-65.51166211,5.190565994,0.324157751507,-0.07704411657,-67.22237799,-66.61101011,-66.95708038,-2.4223614157,-5.1009023399,5.44299357,-67.19159211,-66.50087235,-66.04688048,-6.472122077,-2.761951648,-3.5085725485,-67.41805653,-67.30509512,-67.3098109,-65.89058264,-65.53701846,-65.89058264,-65.53701846,-67.01779592,-67.00845502,-65.59506116,-65.90948706,-67.40883688,-67.36926809,-67.28800646,-65.46857761,-65.75544112,-67.39480037,-64.93986435,-64.89938345,-67.24230342,-66.58752021,-66.77404841,-67.27163891,-66.74540903,-67.04857455,-67.02600362,-66.72161232,-66.27870859,-67.24462552,-66.38516509,-66.15392156,-65.88554214,-65.67795382,-66.94395748,-67.02173296,-66.50221301,-65.89920114,-67.37812308,-67.38344796
"55","SITTING",25,18.10519636,-0.9600292522,-7.095428631,-64.47303386,-61.584745109,-62.73407089,56.26959508,13.538664247,10.86416216503,-64.27719874,-62.6219761,-63.01489886,4.88856556443,0.3155203306,0.13699454331,-64.49811041,-63.88661446,-64.24815497,-2.288338593,-4.862017645,5.543095303,-64.34399297,-63.77757762,-63.22144131,-6.206208968,-2.5457342554,-3.221371681,-64.4998025,-64.4355249,-64.44694021,-63.07660691,-62.40022194,-63.07660691,-62.40022194,-64.32043426,-64.24026732,-62.82696671,-63.09154317,-64.53620225,-64.4648162,-64.44135738,-62.34262186,-63.36044853,-64.48807816,-61.41479456,-62.53588995,-64.511125,-63.89220519,-64.11121577,-64.52875714,-63.96442165,-64.29514686,-64.22016591,-63.94880707,-63.42738286,-64.3857502,-63.68887741,-63.32123659,-62.85616952,-62.52982244,-64.21621866,-64.19522207,-63.65780939,-63.07092332,-64.46581061,-64.48127137
"56","SITTING",26,20.142995353,-0.55642434226,-7.6006998002,-76.42198106,-73.38231931,-74.1003443,61.07053772,17.402233838,24.52223494,-75.2764682,-74.044362663,-73.67730738,5.9626571654,0.53994638799,-0.60858562543,-77.39615483,-76.92478682,-77.22067942,-2.8876961071,-6.5570583259,5.546653879,-77.30016064,-75.92869548,-75.38242437,-7.486815726,-3.1439476042,-3.803492194578,-77.67883594,-77.46490704,-77.37052354,-74.34023954,-72.821017106,-74.34023954,-72.821017106,-77.29007799,-77.21891671,-74.41612978,-75.24987774,-77.56838281,-77.53459015,-76.64120459,-74.43535403,-75.46649365,-76.34290379,-73.14711604,-73.69294454,-77.37798334,-76.89730514,-77.06321867,-77.47738912,-77.04485792,-77.27406292,-77.23130082,-76.57578188,-75.69304811,-77.32283804,-75.62007874,-75.52480002,-74.28806141,-72.897840533,-77.17959154,-77.18265928,-76.16418186,-75.16475088,-77.53086491,-77.54836204
"57","SITTING",27,19.17589118,-1.086888595,-7.3865338812,-69.20060754,-68.0105388,-67.61011146,58.76252998,14.906291496,19.349220173,-68.77120166,-68.77873356,-67.70876462,5.453272745,0.32695069554,-0.42789979817,-69.34606685,-68.95682295,-69.22328011,-2.602815756,-5.5814195165,5.8362696851,-69.19446976,-68.74472256,-68.29993171,-6.661450656,-2.774875665,-3.527184894,-69.55482228,-69.45585095,-69.42367513,-68.56371682,-67.86686723,-68.56371682,-67.86686723,-69.26270248,-69.24403777,-67.44958318,-67.95474929,-69.58242975,-69.44789807,-69.20774759,-68.18404989,-68.22660719,-69.20614375,-67.98862439,-67.42544708,-69.35877252,-68.96670086,-69.09614048,-69.39045895,-69.02581798,-69.24977618,-69.10455333,-68.88987834,-68.3793694,-69.22892329,-68.67263832,-68.43168634,-68.23365267,-67.96197078,-69.21412886,-69.19721558,-68.56379746,-67.93697864,-69.4673185,-69.43774434
"58","SITTING",28,19.94238932,-1.33491197706,-8.029291648,-70.79564209,-67.67317763,-67.44004169,65.32785426,-8.106964442,9.7489848108,-71.21753997,-69.96717737,-68.83831293,5.534435675,1.06803527533,0.01856548927,-70.29264092,-69.2798006,-70.29557472,-2.4409298172,-4.852395724,6.265828899,-70.53638281,-68.85478843,-68.87756178,-6.868332402,-2.9376560621,-4.1689106076,-70.71520771,-70.61139854,-69.91212178,-68.81685902,-68.24035464,-68.81685902,-68.24035464,-70.07575441,-69.86171852,-68.77264083,-68.47675085,-70.64734747,-70.44781812,-70.54705027,-68.13731883,-68.56032864,-70.91688302,-67.67175444,-67.17927438,-70.33620993,-69.33990579,-70.05164774,-70.40064832,-69.40731069,-70.4395994,-70.1081515,-69.34446962,-68.70098009,-70.67629017,-68.63090524,-69.2323946,-68.68282493,-68.56426256,-69.78086544,-69.89928022,-69.1414218,-68.65446907,-70.52154256,-70.44446664
"59","SITTING",29,16.63079865,-0.9978408225,-6.624709152,-59.44470117,-57.79334987,-58.08383269,53.49382531,9.339567414,17.17536382,-59.08074911,-58.41625739,-57.96192272,4.4726286151,0.3591188428,0.19006205712,-59.61153362,-59.043306,-59.41012398,-2.275626674,-4.5347860328,3.482975815,-59.41072229,-59.30004118,-58.2736795,-5.721821975,-2.4001106091,-2.8200538617,-59.59932177,-59.71914988,-59.57002605,-58.68102131,-58.15741899,-58.68102131,-58.15741899,-59.44318846,-59.43190376,-57.74263993,-58.29468148,-59.72353849,-59.69432064,-59.46563782,-58.1765701,-58.53738185,-59.43705126,-57.70163696,-57.94805846,-59.60674561,-59.03299158,-59.30821446,-59.65321053,-59.12959913,-59.4267517,-59.30361414,-59.41975472,-58.43601567,-59.44366531,-59.23558852,-58.37475103,-58.40079191,-58.27308119,-59.40562223,-59.38937456,-58.81616555,-58.26068238,-59.70378294,-59.68452168
"60","SITTING",30,16.6368370455,-0.4989334031,-6.1699576603,-60.98461014,-58.14713405,-58.94055056,51.17937789,7.104480342742,21.37549324,-60.65861216,-59.48040102,-59.31141111,4.7123579371,0.60492936481,-0.17246033341,-61.3096038,-60.78609756,-61.26619164,-2.2222441887,-4.6099206218,4.35241611,-61.26422551,-60.54160884,-59.21329845,-5.906787586,-2.52916964104,-3.026868494,-61.61984982,-61.53446202,-61.26371873,-59.36420773,-58.45989093,-59.36420773,-58.45989093,-61.24354145,-61.13557368,-59.26253408,-59.55975987,-61.61171807,-61.45937395,-61.07054467,-59.15271462,-59.90899362,-60.96032234,-57.90753983,-58.66463705,-61.30407706,-60.78515447,-61.13065555,-61.381089,-60.87793122,-61.31621514,-61.19614684,-60.88436477,-59.59298079,-61.2860578,-60.37590695,-59.35313848,-59.51525006,-58.49971142,-61.12123252,-61.08828746,-60.38032954,-59.48986411,-61.48854229,-61.43867832
"61","STANDING",1,14.78263434,-0.8552922755,-5.86189634,-52.77527478,-51.57907299,-51.92812148,49.97645602,-14.46814311,0.7150008631,-52.66943821,-52.00497577,-51.74517537,3.994962674,0.4227137392,-0.195318225996,-52.71404074,-52.23938282,-52.5893124,-1.27134994429,-3.148052712,3.964439803,-52.32117317,-52.34992532,-51.97421823,-5.279288284,-2.335327753,-2.5943789736,-52.62609067,-52.74230962,-52.58174876,-52.16674499,-52.04297523,-52.16674499,-52.04297523,-52.5954929,-52.6340991,-51.75417102,-51.87057152,-52.7332399,-52.72086165,-52.74824643,-51.78475493,-52.22074623,-52.78950229,-51.53153441,-51.83067476,-52.71543226,-52.22719134,-52.5098648,-52.73890924,-52.31196602,-52.59454036,-52.27849966,-52.41617616,-51.98097551,-52.33734782,-52.31670957,-52.06430249,-52.22388714,-52.06263165,-52.60475131,-52.60440818,-52.18473404,-51.85870182,-52.72521498,-52.71756953
"62","STANDING",2,15.0072195,-0.9947246589,-5.719060947,-53.31268202,-51.69446942,-51.28605997,48.43414261,-19.98338563,7.006346706,-53.28103421,-52.6064987,-51.08006225,4.036978427,0.55777558389,-0.45206577723,-52.97862864,-52.43720974,-53.07343811,-1.28856892885,-4.430141519,4.7430991556,-52.54192601,-52.45786781,-52.1022619,-5.700356526,-2.281065491,-2.9513131889,-52.88349604,-53.10615196,-52.57494639,-52.15725979,-51.72524811,-52.15725979,-51.72524811,-52.94641018,-52.74046513,-52.02718246,-51.51294254,-53.13340283,-52.7690391,-53.13312395,-51.83307166,-51.97344457,-53.40904937,-51.72707748,-51.10741351,-52.97255505,-52.42597225,-52.90785821,-53.08242788,-52.57009302,-53.16839488,-52.22000405,-52.51911226,-51.87389559,-52.64935873,-52.43594672,-52.36673197,-52.05881699,-51.8680466,-52.76152596,-52.65866484,-51.93589886,-51.66659119,-52.80389068,-52.7987321
"63","STANDING",3,17.08283731,-0.8745969859,-6.198925080622,-58.97129512,-54.50040774,-55.59655992,57.03687749,-18.40584295,1.5105495119,-59.90324611,-58.40294463,-56.61785622,4.58049379589,0.4707148232,-0.49237853981,-58.38227585,-57.44289393,-59.35663773,-1.5044190317,-3.5691217014,4.05809853,-54.92819588,-56.59510571,-55.65420897,-6.067075986,-2.881736496,-2.5426761558,-57.39719619,-59.07445862,-58.45587372,-56.45127996,-55.82374152,-56.45127996,-55.82374152,-58.51753426,-57.87497264,-54.41745031,-53.80963851,-58.70269972,-58.41846578,-58.56752798,-55.39259658,-57.30997185,-59.16580853,-54.43849526,-55.19287653,-58.41767826,-57.55337639,-59.11966911,-58.59482623,-57.58086138,-59.51135292,-54.97821832,-57.20038059,-55.8865248,-55.02112602,-56.31068241,-56.10437461,-56.54510487,-56.23200067,-57.86627553,-57.84061568,-55.73462412,-53.8898228,-58.58023479,-58.38441214
"64","STANDING",4,15.70798577,-0.53139021519,-5.384819471,-54.70755248,-48.24945321,-50.22531015,53.54707631,-4.250450742,9.346054253,-54.48286793,-51.38635403,-50.366667415,4.0394389272,-0.365688788513,-1.18658338718,-54.46484635,-52.54786196,-54.49103526,-1.7161163172,-3.462191635,4.231564013,-50.94252657,-53.15672023,-50.95972216,-5.771242072,-2.5830403276,-2.74821958806,-53.1794972,-54.65964978,-53.64699309,-50.7627709,-49.89469427,-50.7627709,-49.89469427,-53.94876135,-53.656931,-50.45499763,-49.56808179,-54.18638814,-53.99983592,-54.51586278,-49.81475548,-52.17203159,-54.80930771,-48.013295781,-49.70304179,-54.44941008,-52.50695756,-54.24431105,-54.63957652,-52.8682173,-54.66885231,-50.70599307,-53.53560493,-51.2557335,-51.09802846,-52.96624705,-51.33249135,-51.38638483,-50.13904236,-53.54379988,-53.76181993,-51.19571328,-49.68288664,-54.01038381,-54.12009218
"65","STANDING",5,15.82248589,-0.39223439053,-5.721581359,-54.24114168,-48.68863515,-48.68233002,53.77056715,-2.1677670924,7.76375245,-54.54893954,-52.19054083,-51.21807576,4.061063211,-0.1243145201,-0.68774843519,-53.90823649,-52.14815988,-53.97459866,-1.80718665497,-2.85530028,3.8692962781,-50.98213245,-52.28933383,-50.81840712,-5.164599233,-2.2350058574,-2.3644395131,-52.74808247,-53.82595353,-52.90629921,-50.74186326,-49.26733287,-50.74186326,-49.26733287,-53.5843597,-52.80587467,-50.43761132,-48.55433586,-53.67073045,-53.08636052,-54.01205137,-49.88459619,-51.24469275,-54.35743089,-48.604257969,-48.06095772,-53.93131717,-52.15673169,-53.67256869,-54.08361956,-52.42734564,-54.21204887,-50.94106093,-52.60491737,-50.80268685,-51.11573128,-52.18403744,-51.34020395,-50.65991798,-49.65772956,-52.74225057,-52.84170977,-50.65445961,-48.65918366,-53.32804053,-52.98700192
"66","STANDING",6,15.97973617,-1.0330470649,-6.393851421,-55.9602151,-52.52511193,-52.7644652,53.87292322,-13.12430906,0.7934027995,-56.17823481,-55.20159877,-53.73931855,4.164987746,0.49697387625,-0.2745759799,-55.46856024,-54.11364979,-55.15019278,-1.6103590423,-3.3619947448,4.374150052,-54.01099402,-53.72173542,-54.02358289,-5.88767445,-2.444321337,-2.8866634798,-53.94614481,-54.85806333,-54.8772161,-53.86630396,-53.54068423,-53.86630396,-53.54068423,-55.12483886,-54.49765132,-53.54607043,-52.20581966,-54.91415471,-54.29456533,-55.69471638,-53.02917889,-53.74324897,-56.09184032,-52.52259933,-52.55783178,-55.48839071,-54.2301115,-54.93338053,-55.58843363,-54.18884267,-55.28406321,-53.10190591,-53.76656933,-53.76465732,-54.31059153,-53.72473293,-54.40397504,-53.91913883,-53.84015413,-54.48709831,-54.45674999,-52.81986493,-52.61719941,-54.45923288,-54.26904447
"67","STANDING",7,14.98434759,-0.7724238075,-5.288225007,-51.90330123,-48.94024886,-48.60440093,50.81262046,-6.233173593,-2.737840723,-52.35962771,-51.20663893,-49.77553378,3.985150098,0.36819118766,-0.57462755839,-51.74938787,-51.18796231,-51.51918282,-1.54538572649,-4.10398315,4.510538503,-50.09812743,-50.33128818,-50.4364312,-4.7781602095,-2.187827343,-2.890567082,-51.19712007,-51.77240114,-51.84283992,-49.96440694,-49.48027831,-49.96440694,-49.48027831,-51.58920923,-51.33401687,-50.00155492,-48.67726482,-51.8009854,-51.52172029,-51.76413722,-49.91984054,-49.74317755,-51.96869081,-48.71329391,-48.35501713,-51.74512357,-51.25974993,-51.31617108,-51.87264139,-51.24306538,-51.65028667,-49.7204468,-50.75007958,-50.72974798,-50.23827527,-50.12836236,-50.57998854,-50.11740687,-49.67626215,-51.27314808,-51.36188458,-49.7513642,-48.75195137,-51.60457194,-51.51066917
"68","STANDING",8,15.09953325,-0.7998105626,-5.7302098292,-53.39603258,-50.67788917,-50.00752378,51.71417574,-4.88485883636,-5.288716934,-53.33527173,-51.78082216,-49.58787134,4.070190844,0.44007393283,0.17396276453,-53.41673951,-52.7278756,-53.06098856,-1.1862286823,-1.5126352226,3.439200978,-52.54148051,-52.34873646,-52.60238941,-5.278909104,-2.620029695,-2.5838094186,-53.00494663,-53.21747332,-53.42062864,-51.50319574,-50.608108002,-51.50319574,-50.608108002,-53.18572308,-52.91634091,-51.45381883,-51.47413864,-53.32935174,-53.05285794,-53.36387256,-51.3026514,-51.31959852,-53.41592248,-50.55651303,-49.66622805,-53.40757888,-52.71359445,-52.89176844,-53.48236069,-52.84341342,-53.1611502,-52.36258154,-52.5201563,-52.67766294,-52.60685387,-52.27499678,-52.70272863,-51.50228782,-50.6859220614,-52.90627709,-52.87331381,-52.0864681,-51.52247062,-53.1202986,-53.01894616
"69","STANDING",9,12.70395258,-0.9020472931,-4.287363666,-43.90835636,-42.23860917,-41.36831126,43.2595576,-0.46727174133,0.411646156,-44.50964222,-43.76582404,-41.95103828,3.420144241,0.5881490823,-0.21153534759,-43.64880295,-43.37321998,-43.67629191,-1.31324113557,-2.73645712332,4.465841995,-41.48957754,-42.57209882,-42.29503818,-4.31539668,-1.8863980845,-2.5908440917,-42.70975612,-43.87664387,-43.63769176,-42.53253671,-42.12472547,-42.53253671,-42.12472547,-43.62860605,-43.369388,-41.44636004,-40.87311314,-43.64208199,-43.43791729,-43.72482114,-42.51822443,-42.37590934,-43.99106618,-42.24555076,-41.12535745,-43.70911959,-43.31809345,-43.52081402,-43.70754705,-43.57055608,-43.76649369,-41.26384969,-42.95314357,-42.36796512,-41.61323594,-42.38777596,-42.52242653,-42.58485773,-42.31194959,-43.34592978,-43.36169218,-41.83960805,-40.99093468,-43.53712326,-43.41468596
"70","STANDING",10,12.17261323,-0.683841855,-4.750419693,-43.0497532,-40.46072111,-41.41594338,41.97638656,-1.899030454,1.5267129259,-43.61541734,-42.91807186,-42.22150494,3.563051317,0.52363357453,-0.21377005385,-42.42970558,-41.41846119,-42.9629464,-1.24015903266,-3.85801014,4.54306867,-40.91538255,-42.18989122,-41.96196838,-4.60916866,-1.6350092032,-2.570315207,-41.81617213,-42.96358073,-42.63824535,-41.88751195,-41.23963967,-41.88751195,-41.23963967,-42.46720801,-41.89056144,-40.91063943,-40.50141965,-42.75205711,-42.43401406,-42.68439183,-40.62866479,-42.03198489,-43.24976683,-40.56186097,-41.27634206,-42.39686731,-41.45626146,-42.77862654,-42.61893398,-41.57328532,-43.09486408,-40.65626017,-42.25424724,-41.84029216,-41.02005348,-42.16959375,-42.19165532,-41.36484737,-41.58212269,-41.87188238,-41.89266244,-41.26261671,-40.61030822,-42.48701958,-42.46245588
"71","STANDING",11,13.05263145,-0.808357167,-5.10827163,-46.7640073,-45.31614659,-46.3599875,44.95383319,-8.13488712,5.9783259,-46.74288171,-46.10924795,-46.50336292,3.572459293,0.58341553809,-0.03505806291,-46.648788,-46.03312914,-46.53625051,-1.377765151,-3.597685697,3.809764616,-46.07139725,-46.72789218,-46.08992325,-4.677409727,-1.861163062,-2.466243936,-46.37444897,-46.79186667,-46.56117127,-46.28813032,-46.07435234,-46.28813032,-46.07435234,-46.49439173,-46.47613615,-46.05896654,-45.92235756,-46.69112463,-46.65122083,-46.70897838,-45.52904441,-46.42047992,-46.79196686,-45.28481913,-46.34005032,-46.64211619,-46.02649014,-46.45765704,-46.69048451,-46.11573371,-46.54777303,-45.98018071,-46.71919795,-46.0958595,-46.10742844,-46.73459507,-46.16851271,-46.16600444,-46.13068657,-46.46591998,-46.43699786,-46.18109643,-45.93957241,-46.67010793,-46.63704102
"72","STANDING",12,16.92175593,-1.0309155135,-6.437146985,-59.85588354,-56.3115555,-56.161772807,58.39638713,-13.35078669,-2.41183488056,-60.10416684,-59.19943949,-57.31158004,4.542253748,0.61292825048,-0.48076014432,-59.3188519,-58.14539004,-59.50897559,-1.8301856073,-4.2705108772,4.529665959,-53.90297036,-57.42962166,-57.97225021,-5.9559205155,-2.4980770417,-2.945468795,-58.28035415,-59.24292473,-59.39505277,-57.42905604,-57.04920966,-57.42905604,-57.04920966,-59.09623168,-58.72341029,-54.17418374,-51.9885687,-59.12668839,-58.67731349,-59.56463781,-56.89931634,-57.77787021,-60.00247965,-56.29397373,-55.76554021,-59.29026968,-58.15079858,-59.2384742,-59.51046778,-58.35664701,-59.7063628,-54.30785538,-57.84336326,-58.10871913,-53.94749745,-57.25032108,-58.21448163,-57.65828597,-57.32425767,-58.61239958,-58.81288131,-55.0437627,-51.85202349,-58.74664731,-58.73749408
"73","STANDING",13,15.83223057,-0.9569843656,-6.391075852,-56.48818328,-54.11707905,-55.14966781,53.73363192,-13.67675934,-2.9916827,-56.5572469,-55.55682987,-55.67914797,4.324196485,0.4343600813,-0.040183822411,-56.29525794,-55.72913781,-56.25479583,-1.68430533726,-4.293269889,4.871861072,-54.46791156,-55.38814009,-55.48588598,-5.592839924,-2.3533736935,-3.073786453,-55.7725121,-55.9160117,-56.15509145,-55.37916186,-55.20562141,-55.37916186,-55.20562141,-56.24760157,-55.96634015,-54.59604623,-53.86387131,-56.06734519,-55.6432666,-56.39728004,-54.68737424,-55.72133617,-56.5336092,-53.98924935,-54.95074061,-56.32730177,-55.7319082,-56.12268785,-56.32655143,-55.8264984,-56.30867724,-54.55778418,-55.45604556,-55.54047955,-54.48164946,-55.37123362,-55.60539625,-55.42643289,-55.3153866,-55.97271958,-55.89541197,-54.57686157,-53.97087667,-55.70025202,-55.65863782
"74","STANDING",14,16.83273683,-0.9124688064,-6.22906210744,-58.3961343,-55.71154352,-55.33657869,52.51917414,-13.60153387,-20.29049332,-58.32032198,-57.9468629,-56.44546308,4.42760249091,0.34773970979,-0.432466656291,-58.69491156,-57.98174555,-58.24600404,-1.32531916135,-3.3486529626,4.742855325,-57.66550569,-56.77683723,-56.79534808,-6.043107532,-2.7005807562,-3.05421706659,-58.19693251,-58.24157733,-58.48127195,-56.60741084,-56.20413463,-56.60741084,-56.20413463,-58.37794729,-58.22623097,-56.61180101,-55.88557223,-58.49239968,-58.01005302,-58.36197375,-56.5306949,-56.54532159,-58.41633322,-55.56335418,-55.06691152,-58.6908984,-58.03499429,-58.00310606,-58.8237961,-58.06981093,-58.41565831,-57.42670602,-57.05017167,-57.05999267,-57.76446197,-56.65841184,-57.00976231,-56.98290359,-56.38799219,-58.21284755,-58.18065094,-56.66433383,-56.08893365,-58.15053821,-57.96115555
"75","STANDING",15,14.78253761,-0.9726367101,-5.613274132,-52.41431011,-49.39070786,-50.43852367,51.17303168,-8.729798301,3.423672771,-52.38690049,-51.18146285,-50.81693812,3.987087727,0.327145425697,-0.34913065954,-52.22933063,-51.28918118,-52.22100286,-1.39089787995,-3.496078841,4.0383177155,-50.23291251,-51.48062697,-51.31285346,-5.37201567,-2.3240897077,-2.7707550511,-51.49025854,-52.36969294,-52.00853525,-50.94400366,-50.27582293,-50.94400366,-50.27582293,-52.01924166,-51.93972443,-50.1889532,-49.35819927,-52.17357513,-52.01593986,-52.29642494,-49.9974858,-51.17009627,-52.47323102,-49.3051815,-50.2390133,-52.22373511,-51.2978896,-52.07951205,-52.30750908,-51.40650749,-52.29268635,-50.37015517,-51.68209505,-51.31803732,-50.25858741,-51.38047275,-51.47795573,-50.89787925,-50.36081443,-51.89117564,-51.94975659,-50.70689671,-49.2284301,-52.10896887,-51.9574746
"76","STANDING",16,22.11279743,-1.2947974489,-8.085302868,-77.14799132,-74.90326488,-74.37057901,73.44384445,-4.515162951,-13.005522517,-76.85805581,-76.48308999,-74.8459008,5.744223464,0.941990012799,-0.37152223517,-77.3000668,-76.64451247,-77.0697584,-2.3348308945,-5.356083174,6.765273129,-75.92520839,-76.44860163,-76.6238465,-7.808371943,-3.314861483,-4.2458152964,-76.99398117,-77.42197641,-77.43048479,-75.65600836,-74.66897057,-75.65600836,-74.66897057,-77.15800808,-76.96740095,-75.8571979,-75.20024994,-77.44218893,-77.28313534,-77.17535833,-75.60649319,-75.65996133,-77.14984841,-74.73759619,-73.98614083,-77.30101384,-76.62918151,-76.91516754,-77.36407767,-76.77044405,-77.1153209,-75.90627343,-76.72035108,-76.72386306,-75.96629703,-76.31538866,-76.71513736,-75.74443953,-74.65953861,-76.94720966,-76.90119192,-76.08499331,-75.15882941,-77.31144954,-77.27247846
"77","STANDING",17,21.67951526,-1.35813650052,-8.69170735407,-77.31078575,-75.51777977,-75.69608898,70.5649267,-20.0839718,-15.809645047,-76.88860653,-76.11321713,-75.59539745,5.778746654,0.513125693,-0.31480768345,-77.38333243,-76.95957826,-77.31492813,-2.10270010962,-6.0109305857,6.868382581,-76.54710047,-76.83945084,-76.87199234,-7.900555155,-3.155246281,-4.261384381,-77.16206131,-77.50859287,-77.40151376,-76.25560655,-76.07943017,-76.25560655,-76.07943017,-77.35593478,-77.24833336,-76.29839697,-76.25910532,-77.50649195,-77.40502515,-77.29234764,-75.98530442,-76.45806291,-77.32284521,-75.38133126,-75.42592207,-77.38607961,-76.92971071,-77.18596338,-77.43647946,-77.07962726,-77.33312946,-76.4943086,-77.01205522,-76.9044883,-76.57972281,-76.74783362,-76.96457144,-76.51548436,-76.08937757,-77.23269831,-77.17882276,-76.77470826,-76.22654666,-77.43246727,-77.38982968
"78","STANDING",18,20.32749283,-1.2143806825,-7.917094984,-72.41744268,-69.65831085,-70.21679537,69.17284651,-14.90706143,-3.546099878,-72.58171549,-71.63752376,-71.25123327,5.500838221,0.764300644445,-0.13259755054,-72.22887719,-71.19528209,-72.15723321,-1.9408747165,-5.345498934,6.155291932,-70.24456022,-71.5704508,-71.0158894,-7.20637038,-2.967985913,-3.886406507,-71.68388051,-72.35409404,-71.99690815,-71.00034716,-70.97684482,-71.00034716,-70.97684482,-71.97546644,-71.97911587,-70.2994959,-70.06518962,-72.17407471,-72.1619356,-72.29992411,-70.17045689,-71.23141542,-72.473602,-69.56257562,-69.87678099,-72.2367829,-71.19278934,-71.99739271,-72.29101914,-71.33406935,-72.21713625,-70.40331163,-71.79996466,-71.12349215,-70.24590795,-71.45253494,-71.16204904,-71.30622816,-71.04833431,-71.90405634,-71.99824704,-70.98173929,-70.01528239,-72.19412882,-72.15374496
"79","STANDING",19,20.30657498,-1.1259816157,-7.960059036,-72.26350277,-68.94340976,-69.53977474,68.91534614,-16.34453997,9.536991403,-72.4460426,-70.91414237,-69.99692921,5.505078677,0.72367693997,0.094327923731,-71.88981857,-70.84965919,-71.98840191,-1.83161190348,-4.609437739,5.186797315,-69.06600897,-70.77907163,-70.13360086,-7.2304156008,-3.0873052966,-3.82352002963,-71.18424818,-72.13105707,-71.79213552,-70.1169149,-70.266102,-70.1169149,-70.266102,-71.76403142,-71.51378118,-68.747388,-68.4704253,-71.96351955,-71.76406824,-72.07669953,-69.55971969,-70.70366468,-72.35480201,-68.85314412,-69.1860392,-71.90789052,-70.81082825,-71.79282057,-71.97170173,-71.0719618,-72.08929489,-69.19419166,-71.17950203,-70.45234644,-69.10231433,-70.58860838,-70.3145338,-70.73048758,-70.39091509,-71.47688513,-71.48007791,-69.97620346,-68.38081904,-71.87117254,-71.7026865
"80","STANDING",20,20.29961404,-1.31907385888,-7.329401475,-70.60632717,-63.90496001,-66.65940116,66.51991793,-22.33352632,5.17318358797,-71.67993677,-69.89477866,-68.79792477,5.573959963,0.8535906179,-0.447987814366,-70.04556825,-68.29921252,-70.0023507,-1.76174586189,-5.09765514241,5.6478015758,-64.73268961,-65.98571767,-66.2360627,-7.449586686,-3.1547125018,-3.782511406,-67.28002951,-69.17721416,-69.2528994,-67.33570059,-66.47906292,-67.33570059,-66.47906292,-69.83361763,-68.50716918,-64.50827709,-61.58888895,-69.19936458,-67.62200155,-70.22108921,-65.56817751,-67.88896521,-70.79585106,-63.69435489,-66.5026978,-70.05886572,-68.30738145,-69.55010088,-70.30622054,-68.65461506,-70.37003613,-64.31441801,-66.4773873,-66.53292355,-65.00837647,-65.79033747,-66.78565705,-67.24946845,-67.06158726,-68.62057649,-68.32982741,-64.19895026,-61.98629634,-67.86080052,-67.68747759
